objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
col12_00160,Speech at the Cherry Lane Ground Breaking Ceremony,Meridian Library District,1996-05-20,A speech is given at the Cherry Lane library ground breaking ceremony. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 08",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00160.jpg,/objects/small/col012_mldimages_00160_sm.jpg,/objects/thumbs/col012_mldimages_00160_th.jpg,,
col12_00161,Patty Younger Breaks Ground for Cherry Lane Library,Meridian Library District,1996-05-20,Meridian Library Director Patty Younger uses golden shovel to officially break ground for the construction of the new Cherry Lane Library Branch. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 08",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00161.jpg,/objects/small/col012_mldimages_00161_sm.jpg,/objects/thumbs/col012_mldimages_00161_th.jpg,,
col12_00162,Cherry Lane Library Construction-The Foundations,Meridian Library District,1996-07,The foundation concrete and rebar for the Cherry Lane Library construction. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 10",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00162.jpg,/objects/small/col012_mldimages_00162_sm.jpg,/objects/thumbs/col012_mldimages_00162_th.jpg,,
col12_00163,Foundation Progress on Cherry Lane Library,Meridian Library District,1996-07,Construction on the Cherry Lane Library,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 11",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00163.jpg,/objects/small/col012_mldimages_00163_sm.jpg,/objects/thumbs/col012_mldimages_00163_th.jpg,,
col12_00164,Cherry Lane Library Construction-Plywood Walls & Framing,Meridian Library District,1996-09,Photo shows work progressing on the Cherry Lane Library construction. Plywood walls and metal framing are visible in September 1996.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 18",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00164.jpg,/objects/small/col012_mldimages_00164_sm.jpg,/objects/thumbs/col012_mldimages_00164_th.jpg,,
col12_00165,Cherry Lane Library Construction Worker Welds ,Meridian Library District,1996-09,Construction worker welds on a ladder during the building of the Cherry Lane Library. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 18",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00165.jpg,/objects/small/col012_mldimages_00165_sm.jpg,/objects/thumbs/col012_mldimages_00165_th.jpg,,
col12_00166,Roof Joists in Place with Metal Columns ,Meridian Library District,1996-09-06,Cherry Lane Library construction with roof joists and metal columns. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 19",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00166.jpg,/objects/small/col012_mldimages_00166_sm.jpg,/objects/thumbs/col012_mldimages_00166_th.jpg,,
col12_00167,Wall and Roof Joists on Front of Library Construction,Meridian Library District,1996-09,The facade of the Cherry Lane Library building under construction. Plywood walls and roof joists are visible. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 20",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00167.jpg,/objects/small/col012_mldimages_00167_sm.jpg,/objects/thumbs/col012_mldimages_00167_th.jpg,,
col12_00168,The Ceiling Construction of Cherry Lane Library,Meridian Library District,1996-09,View of the ceiling construction of the Cherry Lane Library. ,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 22",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00168.jpg,/objects/small/col012_mldimages_00168_sm.jpg,/objects/thumbs/col012_mldimages_00168_th.jpg,,
col12_00169,"Construction Progress-September 24, 1996",Meridian Library District,1996-09-24,"Construction progress on the Cherry Lane Library, September 24, 1996. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 24",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00169.jpg,/objects/small/col012_mldimages_00169_sm.jpg,/objects/thumbs/col012_mldimages_00169_th.jpg,,
col12_00170,Construction Progress-November 1996,Meridian Library District,1996-11,Photo of Cherry Lane Library construction progress as of November 1996. Eventually the large pine tree in the picture will be cut down before the library is completed.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3 Series 6, Page 33",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00170.jpg,/objects/small/col012_mldimages_00170_sm.jpg,/objects/thumbs/col012_mldimages_00170_th.jpg,,
col12_00171,"""Almost Ready To Move In!""",Meridian Library District,1997,"The Cherry Lane Library building at the tail end of construction, almost ready to move in, circa early 1997. ","Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 34",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00171.jpg,/objects/small/col012_mldimages_00171_sm.jpg,/objects/thumbs/col012_mldimages_00171_th.jpg,,
col12_00172,MLD Workers Pack to Move from Old Library to Cherry Lane,Meridian Library District,1997-05,Meridian Library District workers loading packed boxes onto a hand trolley in the old Meridian libraryn building as they get ready to move to the newly built Cherry Lane Library.,"Public Libraries, Public Librarians","Meridian, Idaho",,,"Meridian Library District History Center Archives, MLD Box 3, Series 6, Page 35",,Image;StillImage,image/jpeg,,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,image,/objects/col012_mldimages_00172.jpg,/objects/small/col012_mldimages_00172_sm.jpg,/objects/thumbs/col012_mldimages_00172_th.jpg,,
